Target Name	Target Accession	Target Length	Query Name	Query Accession	Query Length	E-value	Score	Bias	Domain Index	Domain Count	Cond. E-value	Domain Ind. E-value	Domain Bit-score	Domain Bias	Query Ali. Start	Query Ali. End	Target Ali. Start	Target Ali. End	Target Env. Start	Target Env. End	Acc	Description	Mapped PDB(s)	Number of Identical Sequences
DAPE_BURM7	DAPE_BURM7	379	P06621_refseq_selected_blast_msa	-	368	5.5e-38	135.7	0.0	1	1	1.1e-40	6.2e-38	135.535903930664	0.03	2	365	5	374	4	377	0.82	Succinyl-diaminopimelate desuccinylase		0
DAPE_BURM9	DAPE_BURM9	379	P06621_refseq_selected_blast_msa	-	368	5.5e-38	135.7	0.0	1	1	1.1e-40	6.2e-38	135.535903930664	0.03	2	365	5	374	4	377	0.82	Succinyl-diaminopimelate desuccinylase		0
DAPE_BURMA	DAPE_BURMA	379	P06621_refseq_selected_blast_msa	-	368	5.5e-38	135.7	0.0	1	1	1.1e-40	6.2e-38	135.535903930664	0.03	2	365	5	374	4	377	0.82	Succinyl-diaminopimelate desuccinylase		0
DAPE_BURMS	DAPE_BURMS	379	P06621_refseq_selected_blast_msa	-	368	5.5e-38	135.7	0.0	1	1	1.1e-40	6.2e-38	135.535903930664	0.03	2	365	5	374	4	377	0.82	Succinyl-diaminopimelate desuccinylase		0
DAPE_BURP1	DAPE_BURP1	379	P06621_refseq_selected_blast_msa	-	368	5.5e-38	135.7	0.0	1	1	1.1e-40	6.2e-38	135.535903930664	0.03	2	365	5	374	4	377	0.82	Succinyl-diaminopimelate desuccinylase		0
DAPE_SHEAM	DAPE_SHEAM	382	P06621_refseq_selected_blast_msa	-	368	5.7e-38	135.7	0.0	1	1	1.2e-40	6.4e-38	135.493515014648	0.01	2	361	11	372	10	379	0.86	Succinyl-diaminopimelate desuccinylase		0
DAPE_HAEIG	DAPE_HAEIG	377	P06621_refseq_selected_blast_msa	-	368	5.8e-38	135.6	0.0	1	1	1.2e-40	6.5e-38	135.461517333984	0.00	3	364	7	370	5	374	0.83	Succinyl-diaminopimelate desuccinylase		0
DAPE_SHEB5	DAPE_SHEB5	379	P06621_refseq_selected_blast_msa	-	368	6.1e-38	135.6	0.0	1	1	1.2e-40	6.7e-38	135.413650512695	0.00	8	365	15	373	8	377	0.83	Succinyl-diaminopimelate desuccinylase		0
DAPE_NEIM0	DAPE_NEIM0	381	P06621_refseq_selected_blast_msa	-	368	6.1e-38	135.5	0.0	1	1	1.3e-40	7.0e-38	135.365859985352	0.00	4	367	9	374	6	375	0.83	Succinyl-diaminopimelate desuccinylase		0
DAPE_PHOLL	DAPE_PHOLL	375	P06621_refseq_selected_blast_msa	-	368	6.3e-38	135.5	0.0	1	1	1.4e-40	7.4e-38	135.279373168945	0.01	2	367	6	372	5	373	0.82	Succinyl-diaminopimelate desuccinylase		0
DAPE_RHOCS	DAPE_RHOCS	386	P06621_refseq_selected_blast_msa	-	368	6.7e-38	135.4	0.1	1	1	1.7e-40	9.0e-38	135.004043579102	0.05	4	365	8	375	6	378	0.80	Succinyl-diaminopimelate desuccinylase		0
DAPE_PSYCK	DAPE_PSYCK	407	P06621_refseq_selected_blast_msa	-	368	7.5e-38	135.3	0.0	1	1	1.7e-40	9.4e-38	134.946762084961	0.03	12	366	33	402	23	404	0.80	Succinyl-diaminopimelate desuccinylase		0
DAPE_BRASO	DAPE_BRASO	384	P06621_refseq_selected_blast_msa	-	368	8.0e-38	135.2	0.0	1	1	1.7e-40	9.4e-38	134.933090209961	0.00	6	365	9	379	4	382	0.82	Succinyl-diaminopimelate desuccinylase		0
DAPE_TOLAT	DAPE_TOLAT	380	P06621_refseq_selected_blast_msa	-	368	8.6e-38	135.1	0.0	1	1	1.9e-40	1.0e-37	134.837615966797	0.00	4	366	9	373	6	375	0.83	Succinyl-diaminopimelate desuccinylase		0
DAPE_VEREI	DAPE_VEREI	401	P06621_refseq_selected_blast_msa	-	368	9.5e-38	134.9	0.0	1	1	4.4e-40	2.4e-37	133.621322631836	0.00	3	361	6	382	4	389	0.80	Succinyl-diaminopimelate desuccinylase		0
DAPE_ALISL	DAPE_ALISL	377	P06621_refseq_selected_blast_msa	-	368	1.1e-37	134.7	0.0	1	1	2.4e-40	1.3e-37	134.452178955078	0.00	6	366	11	373	6	375	0.82	Succinyl-diaminopimelate desuccinylase		0
DAPE_AERHH	DAPE_AERHH	375	P06621_refseq_selected_blast_msa	-	368	1.2e-37	134.6	0.0	1	1	2.4e-40	1.3e-37	134.459503173828	0.01	4	367	7	372	4	373	0.84	Succinyl-diaminopimelate desuccinylase		0
DAPE_YERPS	DAPE_YERPS	375	P06621_refseq_selected_blast_msa	-	368	1.2e-37	134.6	0.1	1	1	2.5e-40	1.3e-37	134.429840087891	0.09	2	364	6	369	5	373	0.79	Succinyl-diaminopimelate desuccinylase		0
DAPE_YERPB	DAPE_YERPB	375	P06621_refseq_selected_blast_msa	-	368	1.2e-37	134.6	0.1	1	1	2.5e-40	1.3e-37	134.429840087891	0.09	2	364	6	369	5	373	0.79	Succinyl-diaminopimelate desuccinylase		0
DAPE_YERPY	DAPE_YERPY	375	P06621_refseq_selected_blast_msa	-	368	1.2e-37	134.6	0.1	1	1	2.5e-40	1.3e-37	134.429840087891	0.09	2	364	6	369	5	373	0.79	Succinyl-diaminopimelate desuccinylase		0
DAPE_YERPN	DAPE_YERPN	375	P06621_refseq_selected_blast_msa	-	368	1.2e-37	134.6	0.1	1	1	2.5e-40	1.3e-37	134.429840087891	0.09	2	364	6	369	5	373	0.79	Succinyl-diaminopimelate desuccinylase		0
DAPE_YERPE	DAPE_YERPE	375	P06621_refseq_selected_blast_msa	-	368	1.2e-37	134.6	0.1	1	1	2.5e-40	1.3e-37	134.429840087891	0.09	2	364	6	369	5	373	0.79	Succinyl-diaminopimelate desuccinylase		0
DAPE_YERPG	DAPE_YERPG	375	P06621_refseq_selected_blast_msa	-	368	1.2e-37	134.6	0.1	1	1	2.5e-40	1.3e-37	134.429840087891	0.09	2	364	6	369	5	373	0.79	Succinyl-diaminopimelate desuccinylase		0
DAPE_YERPP	DAPE_YERPP	375	P06621_refseq_selected_blast_msa	-	368	1.2e-37	134.6	0.1	1	1	2.5e-40	1.3e-37	134.429840087891	0.09	2	364	6	369	5	373	0.79	Succinyl-diaminopimelate desuccinylase		0
DAPE_YERPA	DAPE_YERPA	375	P06621_refseq_selected_blast_msa	-	368	1.2e-37	134.6	0.1	1	1	2.5e-40	1.3e-37	134.429840087891	0.09	2	364	6	369	5	373	0.79	Succinyl-diaminopimelate desuccinylase		0
DAPE_PSEA7	DAPE_PSEA7	383	P06621_refseq_selected_blast_msa	-	368	1.3e-37	134.5	0.1	1	1	2.7e-40	1.5e-37	134.282775878906	0.10	23	363	30	376	12	381	0.83	Succinyl-diaminopimelate desuccinylase		0
DAPE_SHEB2	DAPE_SHEB2	379	P06621_refseq_selected_blast_msa	-	368	1.4e-37	134.4	0.0	1	1	2.9e-40	1.6e-37	134.221054077148	0.00	8	365	15	373	8	377	0.83	Succinyl-diaminopimelate desuccinylase		0
DAPE_YERP3	DAPE_YERP3	375	P06621_refseq_selected_blast_msa	-	368	1.5e-37	134.3	0.1	1	1	3.1e-40	1.7e-37	134.099090576172	0.07	2	364	6	369	5	373	0.80	Succinyl-diaminopimelate desuccinylase		0
DAPE_PSEU2	DAPE_PSEU2	383	P06621_refseq_selected_blast_msa	-	368	1.6e-37	134.2	0.1	1	1	3.5e-40	1.9e-37	133.928680419922	0.09	24	359	30	372	12	381	0.86	Succinyl-diaminopimelate desuccinylase		0
ARGE_MYXXA	ARGE_MYXXA	380	P06621_refseq_selected_blast_msa	-	368	1.6e-37	134.2	1.8	1	1	4.6e-40	2.5e-37	133.537109375	1.79	3	366	10	374	8	376	0.77	Acetylornithine deacetylase		0
DAPE_BARQU	DAPE_BARQU	390	P06621_refseq_selected_blast_msa	-	368	1.7e-37	134.1	0.0	1	1	5.0e-40	2.7e-37	133.416793823242	0.00	2	365	8	385	7	388	0.82	Succinyl-diaminopimelate desuccinylase		0
DAPE_RALPJ	DAPE_RALPJ	386	P06621_refseq_selected_blast_msa	-	368	1.8e-37	134.0	0.0	1	1	3.8e-40	2.1e-37	133.823638916016	0.03	2	366	8	382	7	384	0.82	Succinyl-diaminopimelate desuccinylase		0
DAPE_BARHE	DAPE_BARHE	390	P06621_refseq_selected_blast_msa	-	368	2.0e-37	133.8	0.0	1	1	8.0e-40	4.3e-37	132.756500244141	0.00	3	358	9	378	8	387	0.80	Succinyl-diaminopimelate desuccinylase		0
DAPE_HAHCH	DAPE_HAHCH	383	P06621_refseq_selected_blast_msa	-	368	2.1e-37	133.8	0.0	1	1	4.4e-40	2.4e-37	133.611846923828	0.03	4	361	11	370	8	377	0.85	Succinyl-diaminopimelate desuccinylase		0
DAPE_SHEPC	DAPE_SHEPC	379	P06621_refseq_selected_blast_msa	-	368	2.4e-37	133.6	0.0	1	1	4.9e-40	2.7e-37	133.44206237793	0.00	6	365	13	373	8	377	0.83	Succinyl-diaminopimelate desuccinylase		0
DAPE_ACTP2	DAPE_ACTP2	377	P06621_refseq_selected_blast_msa	-	368	2.9e-37	133.3	0.0	1	1	6.2e-40	3.4e-37	133.103713989258	0.02	2	360	6	366	5	374	0.82	Succinyl-diaminopimelate desuccinylase		0
DAPE_ACTP7	DAPE_ACTP7	377	P06621_refseq_selected_blast_msa	-	368	2.9e-37	133.3	0.0	1	1	6.2e-40	3.4e-37	133.103713989258	0.02	2	360	6	366	5	374	0.82	Succinyl-diaminopimelate desuccinylase		0
DAPE_SHESW	DAPE_SHESW	379	P06621_refseq_selected_blast_msa	-	368	2.9e-37	133.3	0.0	1	1	5.9e-40	3.2e-37	133.187255859375	0.00	6	365	13	373	8	377	0.82	Succinyl-diaminopimelate desuccinylase		0
DAPE_IDILO	DAPE_IDILO	376	P06621_refseq_selected_blast_msa	-	368	3.0e-37	133.3	0.0	1	1	6.2e-40	3.4e-37	133.114028930664	0.00	3	365	7	371	5	374	0.84	Succinyl-diaminopimelate desuccinylase		0
DAPE_ROSDO	DAPE_ROSDO	381	P06621_refseq_selected_blast_msa	-	368	3.0e-37	133.3	0.0	1	1	6.7e-40	3.6e-37	133.00617980957	0.02	4	366	9	377	7	379	0.77	Succinyl-diaminopimelate desuccinylase		0
DAPE_PSE14	DAPE_PSE14	383	P06621_refseq_selected_blast_msa	-	368	3.1e-37	133.2	0.1	1	1	7.1e-40	3.8e-37	132.930557250977	0.13	23	359	29	372	12	381	0.85	Succinyl-diaminopimelate desuccinylase		0
ARGE_VIBCB	ARGE_VIBCB	378	P06621_refseq_selected_blast_msa	-	368	3.6e-37	133.0	0.0	1	1	1.8e-39	9.9e-37	131.573684692383	0.00	19	365	28	373	11	376	0.79	Acetylornithine deacetylase		0
DAPE_PHOPR	DAPE_PHOPR	377	P06621_refseq_selected_blast_msa	-	368	4.7e-37	132.6	0.2	1	1	9.9e-40	5.4e-37	132.442260742188	0.19	2	365	7	372	6	375	0.85	Succinyl-diaminopimelate desuccinylase		0
DAPE_PSEE4	DAPE_PSEE4	383	P06621_refseq_selected_blast_msa	-	368	5.4e-37	132.5	0.0	1	1	1.2e-39	6.6e-37	132.151519775391	0.01	25	358	31	371	17	381	0.83	Succinyl-diaminopimelate desuccinylase		0
DAPE_POLNS	DAPE_POLNS	383	P06621_refseq_selected_blast_msa	-	368	6.0e-37	132.3	0.0	1	1	1.3e-39	6.9e-37	132.090576171875	0.00	2	364	5	377	4	381	0.81	Succinyl-diaminopimelate desuccinylase		0
DAPE_SHEDO	DAPE_SHEDO	376	P06621_refseq_selected_blast_msa	-	368	6.5e-37	132.2	0.0	1	1	1.4e-39	7.7e-37	131.925155639648	0.01	25	367	26	373	7	374	0.85	Succinyl-diaminopimelate desuccinylase		0
ARGE_VIBPA	ARGE_VIBPA	378	P06621_refseq_selected_blast_msa	-	368	7.7e-37	131.9	0.0	1	1	3.5e-39	1.9e-36	130.632904052734	0.00	19	365	28	373	10	376	0.79	Acetylornithine deacetylase		0
DAPE_POLAQ	DAPE_POLAQ	383	P06621_refseq_selected_blast_msa	-	368	8.2e-37	131.8	0.0	1	1	1.7e-39	9.4e-37	131.646011352539	0.00	2	364	5	377	4	381	0.80	Succinyl-diaminopimelate desuccinylase		0
DAPE_PSEP1	DAPE_PSEP1	383	P06621_refseq_selected_blast_msa	-	368	8.5e-37	131.8	0.0	1	1	1.9e-39	1.0e-36	131.506271362305	0.01	24	358	30	371	15	381	0.83	Succinyl-diaminopimelate desuccinylase		0
DAPE_PSEPK	DAPE_PSEPK	383	P06621_refseq_selected_blast_msa	-	368	8.5e-37	131.8	0.0	1	1	1.9e-39	1.0e-36	131.506271362305	0.01	24	358	30	371	15	381	0.83	Succinyl-diaminopimelate desuccinylase		0
DAPE_WOLPM	DAPE_WOLPM	398	P06621_refseq_selected_blast_msa	-	368	8.7e-37	131.8	0.0	1	1	2.0e-39	1.1e-36	131.409423828125	0.00	3	365	7	371	6	374	0.83	Succinyl-diaminopimelate desuccinylase		0
DAPE_MANSM	DAPE_MANSM	377	P06621_refseq_selected_blast_msa	-	368	9.2e-37	131.7	0.0	1	1	1.9e-39	1.1e-36	131.488494873047	0.00	2	360	6	366	5	374	0.81	Succinyl-diaminopimelate desuccinylase		0
DAPE_METPP	DAPE_METPP	386	P06621_refseq_selected_blast_msa	-	368	9.3e-37	131.7	0.1	1	1	2.0e-39	1.1e-36	131.467086791992	0.06	2	365	9	381	8	384	0.81	Succinyl-diaminopimelate desuccinylase		0
DAPE_RALSO	DAPE_RALSO	383	P06621_refseq_selected_blast_msa	-	368	9.3e-37	131.7	0.0	1	1	1.9e-39	1.1e-36	131.482864379883	0.01	2	366	5	379	4	381	0.82	Succinyl-diaminopimelate desuccinylase		0
DAPE_PSEPG	DAPE_PSEPG	383	P06621_refseq_selected_blast_msa	-	368	9.8e-37	131.6	0.0	1	1	2.2e-39	1.2e-36	131.302597045898	0.01	24	358	30	371	15	381	0.83	Succinyl-diaminopimelate desuccinylase		0
DAPE_SHEB8	DAPE_SHEB8	380	P06621_refseq_selected_blast_msa	-	368	1.1e-36	131.4	0.0	1	1	2.3e-39	1.3e-36	131.238922119141	0.00	8	365	16	374	9	378	0.83	Succinyl-diaminopimelate desuccinylase		0
DAPE_PSESM	DAPE_PSESM	383	P06621_refseq_selected_blast_msa	-	368	1.3e-36	131.2	0.1	1	1	2.8e-39	1.5e-36	130.935897827148	0.06	24	359	30	372	12	381	0.85	Succinyl-diaminopimelate desuccinylase		0
DAPE_PSEF5	DAPE_PSEF5	383	P06621_refseq_selected_blast_msa	-	368	1.5e-36	131.0	0.1	1	1	3.4e-39	1.9e-36	130.672561645508	0.06	24	359	30	372	17	381	0.85	Succinyl-diaminopimelate desuccinylase		0
DAPE_METSB	DAPE_METSB	388	P06621_refseq_selected_blast_msa	-	368	1.5e-36	131.0	0.3	1	1	3.6e-39	2.0e-36	130.597930908203	0.34	11	364	18	382	8	385	0.80	Succinyl-diaminopimelate desuccinylase		0
ARGE_ALISL	ARGE_ALISL	378	P06621_refseq_selected_blast_msa	-	368	1.6e-36	130.9	0.0	1	1	7.4e-39	4.0e-36	129.571151733398	0.00	15	366	24	374	10	376	0.84	Acetylornithine deacetylase		0
DAPE_PSEPW	DAPE_PSEPW	383	P06621_refseq_selected_blast_msa	-	368	1.7e-36	130.8	0.0	1	1	3.8e-39	2.1e-36	130.523391723633	0.01	24	358	30	371	15	381	0.84	Succinyl-diaminopimelate desuccinylase		0
DAPE_NOVAD	DAPE_NOVAD	375	P06621_refseq_selected_blast_msa	-	368	1.8e-36	130.8	0.1	1	1	4.8e-39	2.6e-36	130.183441162109	0.06	8	355	13	360	8	373	0.78	Succinyl-diaminopimelate desuccinylase		0
DAPE_SPHWW	DAPE_SPHWW	377	P06621_refseq_selected_blast_msa	-	368	1.8e-36	130.7	0.3	1	1	4.5e-39	2.4e-36	130.296524047852	0.30	3	356	6	359	5	370	0.84	Succinyl-diaminopimelate desuccinylase		0
ARGE_ALIFM	ARGE_ALIFM	378	P06621_refseq_selected_blast_msa	-	368	1.9e-36	130.7	0.0	1	1	8.6e-39	4.7e-36	129.353713989258	0.00	15	366	24	374	10	376	0.83	Acetylornithine deacetylase		0
DAPE_RUEPO	DAPE_RUEPO	380	P06621_refseq_selected_blast_msa	-	368	2.1e-36	130.5	1.9	1	1	4.5e-39	2.5e-36	130.266952514648	1.93	7	361	11	371	6	378	0.77	Succinyl-diaminopimelate desuccinylase		0
ARGE_VIBC3	ARGE_VIBC3	378	P06621_refseq_selected_blast_msa	-	368	2.5e-36	130.3	0.0	1	1	1.0e-38	5.6e-36	129.109344482422	0.00	18	366	27	374	10	376	0.82	Acetylornithine deacetylase		0
ARGE_VIBCH	ARGE_VIBCH	378	P06621_refseq_selected_blast_msa	-	368	2.5e-36	130.3	0.0	1	1	1.0e-38	5.6e-36	129.109344482422	0.00	18	366	27	374	10	376	0.82	Acetylornithine deacetylase		0
ARGE_VIBCM	ARGE_VIBCM	378	P06621_refseq_selected_blast_msa	-	368	2.5e-36	130.3	0.0	1	1	1.0e-38	5.6e-36	129.109344482422	0.00	18	366	27	374	10	376	0.82	Acetylornithine deacetylase		0
DAPE_WOLTR	DAPE_WOLTR	401	P06621_refseq_selected_blast_msa	-	368	2.5e-36	130.2	0.0	1	1	5.7e-39	3.1e-36	129.94938659668	0.00	4	365	8	374	6	377	0.83	Succinyl-diaminopimelate desuccinylase		0
DAPE_KLEP3	DAPE_KLEP3	375	P06621_refseq_selected_blast_msa	-	368	2.5e-36	130.2	0.0	1	1	5.4e-39	2.9e-36	130.0234375	0.00	2	366	6	371	5	373	0.79	Succinyl-diaminopimelate desuccinylase		0
DAPE_SPHAL	DAPE_SPHAL	377	P06621_refseq_selected_blast_msa	-	368	2.6e-36	130.2	1.1	1	1	6.0e-39	3.3e-36	129.866577148438	1.06	8	367	14	374	8	375	0.81	Succinyl-diaminopimelate desuccinylase		0
DAPE_OCHA4	DAPE_OCHA4	395	P06621_refseq_selected_blast_msa	-	368	2.7e-36	130.2	0.1	1	1	7.2e-39	3.9e-36	129.611343383789	0.10	4	366	10	391	8	393	0.79	Succinyl-diaminopimelate desuccinylase		0
DAPE_PSESY	DAPE_PSESY	378	P06621_refseq_selected_blast_msa	-	368	2.7e-36	130.2	0.0	1	1	5.7e-39	3.1e-36	129.945816040039	0.01	17	359	21	367	5	376	0.81	Succinyl-diaminopimelate desuccinylase		0
ARGE_ALIF1	ARGE_ALIF1	378	P06621_refseq_selected_blast_msa	-	368	3.2e-36	129.9	0.0	1	1	1.5e-38	8.1e-36	128.576919555664	0.00	15	366	24	374	10	376	0.82	Acetylornithine deacetylase		0
DAPE1_SHELP	DAPE1_SHELP	376	P06621_refseq_selected_blast_msa	-	368	3.2e-36	129.9	0.0	1	1	6.6e-39	3.6e-36	129.734848022461	0.00	20	367	24	373	5	374	0.83	Succinyl-diaminopimelate desuccinylase 1		0
DAPE_RHOPS	DAPE_RHOPS	388	P06621_refseq_selected_blast_msa	-	368	3.2e-36	129.9	0.1	1	1	7.3e-39	4.0e-36	129.588760375977	0.11	11	365	17	382	8	385	0.80	Succinyl-diaminopimelate desuccinylase		0
DAPE_CAUVC	DAPE_CAUVC	386	P06621_refseq_selected_blast_msa	-	368	3.3e-36	129.8	3.4	1	1	7.2e-39	3.9e-36	129.612350463867	3.36	19	365	31	378	14	381	0.78	Succinyl-diaminopimelate desuccinylase		0
DAPE_CAUVN	DAPE_CAUVN	386	P06621_refseq_selected_blast_msa	-	368	3.3e-36	129.8	3.4	1	1	7.2e-39	3.9e-36	129.612350463867	3.36	19	365	31	378	14	381	0.78	Succinyl-diaminopimelate desuccinylase		0
DAPE_SHEHH	DAPE_SHEHH	381	P06621_refseq_selected_blast_msa	-	368	3.5e-36	129.8	0.0	1	1	7.2e-39	3.9e-36	129.617401123047	0.00	4	359	12	369	9	378	0.83	Succinyl-diaminopimelate desuccinylase		0
DAPE_RHOP5	DAPE_RHOP5	387	P06621_refseq_selected_blast_msa	-	368	3.5e-36	129.8	0.1	1	1	8.2e-39	4.5e-36	129.417327880859	0.06	8	366	14	383	8	385	0.80	Succinyl-diaminopimelate desuccinylase		0
DAPE_ACTSZ	DAPE_ACTSZ	376	P06621_refseq_selected_blast_msa	-	368	3.7e-36	129.7	0.0	1	1	7.8e-39	4.2e-36	129.493469238281	0.00	2	365	6	371	5	374	0.82	Succinyl-diaminopimelate desuccinylase		0
DAPE_RHOPT	DAPE_RHOPT	387	P06621_refseq_selected_blast_msa	-	368	4.0e-36	129.6	0.3	1	1	9.4e-39	5.1e-36	129.227432250977	0.27	10	366	16	383	8	385	0.80	Succinyl-diaminopimelate desuccinylase		0
DAPE_AZOC5	DAPE_AZOC5	376	P06621_refseq_selected_blast_msa	-	368	4.1e-36	129.6	0.2	1	1	8.8e-39	4.8e-36	129.327713012695	0.15	9	367	8	369	1	370	0.81	Succinyl-diaminopimelate desuccinylase		0
DAPE2_ALTMD	DAPE2_ALTMD	378	P06621_refseq_selected_blast_msa	-	368	4.4e-36	129.4	0.0	1	1	9.3e-39	5.1e-36	129.238235473633	0.01	5	367	10	374	6	375	0.85	Succinyl-diaminopimelate desuccinylase 2		0
DAPE_RHOFT	DAPE_RHOFT	391	P06621_refseq_selected_blast_msa	-	368	4.4e-36	129.4	0.0	1	1	1.1e-38	6.0e-36	128.991958618164	0.00	3	367	6	384	4	385	0.83	Succinyl-diaminopimelate desuccinylase		0
DAPE_METCA	DAPE_METCA	377	P06621_refseq_selected_blast_msa	-	368	4.7e-36	129.3	0.0	1	1	1.0e-38	5.6e-36	129.1083984375	0.00	4	364	7	369	4	373	0.82	Succinyl-diaminopimelate desuccinylase		0
DAPE_RHILO	DAPE_RHILO	397	P06621_refseq_selected_blast_msa	-	368	5.7e-36	129.1	0.0	1	1	1.4e-38	7.8e-36	128.628524780273	0.03	4	366	10	391	8	393	0.81	Succinyl-diaminopimelate desuccinylase		0
DAPE_WOLPP	DAPE_WOLPP	398	P06621_refseq_selected_blast_msa	-	368	6.5e-36	128.9	0.0	1	1	1.5e-38	8.0e-36	128.588180541992	0.00	4	365	8	371	6	374	0.81	Succinyl-diaminopimelate desuccinylase		0
DAPE_BARBK	DAPE_BARBK	390	P06621_refseq_selected_blast_msa	-	368	7.0e-36	128.8	0.0	1	1	3.0e-38	1.6e-35	127.583740234375	0.00	3	364	9	384	8	388	0.79	Succinyl-diaminopimelate desuccinylase		0
DAPE_VIBA3	DAPE_VIBA3	378	P06621_refseq_selected_blast_msa	-	368	7.1e-36	128.8	0.0	1	1	1.5e-38	8.3e-36	128.529235839844	0.00	2	366	7	373	6	375	0.84	Succinyl-diaminopimelate desuccinylase		0
DAPE_NAUPA	DAPE_NAUPA	365	P06621_refseq_selected_blast_msa	-	368	8.1e-36	128.6	0.0	1	1	1.7e-38	9.2e-36	128.391708374023	0.00	2	365	4	361	3	364	0.84	Succinyl-diaminopimelate desuccinylase		0
DAPE_SHEPA	DAPE_SHEPA	381	P06621_refseq_selected_blast_msa	-	368	8.5e-36	128.5	0.0	1	1	1.7e-38	9.5e-36	128.343399047852	0.00	6	359	14	369	9	378	0.82	Succinyl-diaminopimelate desuccinylase		0
DAPE_PARL1	DAPE_PARL1	395	P06621_refseq_selected_blast_msa	-	368	9.1e-36	128.4	0.2	1	1	2.1e-38	1.2e-35	128.058013916016	0.24	7	359	20	380	15	387	0.79	Succinyl-diaminopimelate desuccinylase		0
DAPE_KLEP7	DAPE_KLEP7	375	P06621_refseq_selected_blast_msa	-	368	9.4e-36	128.4	0.0	1	1	2.0e-38	1.1e-35	128.158065795898	0.00	2	366	6	371	5	373	0.79	Succinyl-diaminopimelate desuccinylase		0
ARGE_VIBA3	ARGE_VIBA3	378	P06621_refseq_selected_blast_msa	-	368	9.8e-36	128.3	0.0	1	1	4.0e-38	2.2e-35	127.15705871582	0.00	19	365	28	373	6	376	0.77	Acetylornithine deacetylase		0
DAPE_BRUA1	DAPE_BRUA1	395	P06621_refseq_selected_blast_msa	-	368	1.0e-35	128.3	0.0	1	1	2.6e-38	1.4e-35	127.760299682617	0.03	3	366	9	391	8	393	0.79	Succinyl-diaminopimelate desuccinylase		0
DAPE_BRUA2	DAPE_BRUA2	395	P06621_refseq_selected_blast_msa	-	368	1.0e-35	128.3	0.0	1	1	2.6e-38	1.4e-35	127.760299682617	0.03	3	366	9	391	8	393	0.79	Succinyl-diaminopimelate desuccinylase		0
DAPE_BRUAB	DAPE_BRUAB	395	P06621_refseq_selected_blast_msa	-	368	1.0e-35	128.3	0.0	1	1	2.6e-38	1.4e-35	127.760299682617	0.03	3	366	9	391	8	393	0.79	Succinyl-diaminopimelate desuccinylase		0
DAPE_MYCTU	DAPE_MYCTU	354	P06621_refseq_selected_blast_msa	-	368	1.0e-35	128.3	1.9	1	1	2.6e-38	1.4e-35	127.798950195312	1.95	3	363	10	350	9	353	0.79	Putative succinyl-diaminopimelate desuccinylase DapE		0
DAPE_MYCTO	DAPE_MYCTO	354	P06621_refseq_selected_blast_msa	-	368	1.0e-35	128.3	1.9	1	1	2.6e-38	1.4e-35	127.798950195312	1.95	3	363	10	350	9	353	0.79	Putative succinyl-diaminopimelate desuccinylase DapE		0
DAPE_BRUMB	DAPE_BRUMB	395	P06621_refseq_selected_blast_msa	-	368	1.4e-35	127.8	0.0	1	1	3.8e-38	2.0e-35	127.250274658203	0.04	3	366	9	391	8	393	0.79	Succinyl-diaminopimelate desuccinylase		0
DAPE_BRUME	DAPE_BRUME	395	P06621_refseq_selected_blast_msa	-	368	1.5e-35	127.7	0.0	1	1	4.0e-38	2.2e-35	127.165733337402	0.04	3	366	9	391	8	393	0.79	Succinyl-diaminopimelate desuccinylase		0
DAPE_BEII9	DAPE_BEII9	383	P06621_refseq_selected_blast_msa	-	368	1.6e-35	127.6	0.0	1	1	3.6e-38	2.0e-35	127.309326171875	0.01	2	356	6	369	5	379	0.82	Succinyl-diaminopimelate desuccinylase		0
DAPE_JANSC	DAPE_JANSC	388	P06621_refseq_selected_blast_msa	-	368	1.7e-35	127.5	0.3	1	1	4.0e-38	2.1e-35	127.176406860352	0.32	4	363	15	380	13	385	0.76	Succinyl-diaminopimelate desuccinylase		0
DAPE_BRUO2	DAPE_BRUO2	395	P06621_refseq_selected_blast_msa	-	368	2.1e-35	127.2	0.0	1	1	5.2e-38	2.8e-35	126.791313171387	0.05	4	366	10	391	8	393	0.79	Succinyl-diaminopimelate desuccinylase		0
DAPE_BRUSI	DAPE_BRUSI	395	P06621_refseq_selected_blast_msa	-	368	2.1e-35	127.2	0.0	1	1	5.2e-38	2.8e-35	126.791313171387	0.05	4	366	10	391	8	393	0.79	Succinyl-diaminopimelate desuccinylase		0
DAPE_BRUC2	DAPE_BRUC2	395	P06621_refseq_selected_blast_msa	-	368	2.1e-35	127.2	0.0	1	1	5.2e-38	2.8e-35	126.791313171387	0.05	4	366	10	391	8	393	0.79	Succinyl-diaminopimelate desuccinylase		0
DAPE_BRUSU	DAPE_BRUSU	395	P06621_refseq_selected_blast_msa	-	368	2.1e-35	127.2	0.0	1	1	5.2e-38	2.8e-35	126.791313171387	0.05	4	366	10	391	8	393	0.79	Succinyl-diaminopimelate desuccinylase		0
DAPE_RHOPA	DAPE_RHOPA	387	P06621_refseq_selected_blast_msa	-	368	2.1e-35	127.2	0.3	1	1	4.8e-38	2.6e-35	126.904762268066	0.29	10	366	16	383	8	385	0.81	Succinyl-diaminopimelate desuccinylase		0
DAPE_PELUB	DAPE_PELUB	384	P06621_refseq_selected_blast_msa	-	368	2.2e-35	127.2	0.0	1	1	4.7e-38	2.5e-35	126.939819335938	0.00	6	365	11	380	7	383	0.80	Succinyl-diaminopimelate desuccinylase		0
